STATION,NAME,DATE,TAVG,TMAX,TMIN
ASN00009021,"PERTH AIRPORT, AS",5/31/1985,49,63,43
ASN00009021,"PERTH AIRPORT, AS",6/1/1985,55,67,39
ASN00009021,"PERTH AIRPORT, AS",6/2/1985,54,65,41
ASN00009021,"PERTH AIRPORT, AS",6/3/1985,59,63,45
ASN00009021,"PERTH AIRPORT, AS",6/4/1985,59,64,53
ASN00009021,"PERTH AIRPORT, AS",6/5/1985,65,72,55
ASN00009021,"PERTH AIRPORT, AS",6/6/1985,68,76,61
ASN00009021,"PERTH AIRPORT, AS",6/7/1985,61,66,62
ASN00009021,"PERTH AIRPORT, AS",6/8/1985,60,67,51
ASN00009021,"PERTH AIRPORT, AS",6/9/1985,60,69,53
ASN00009021,"PERTH AIRPORT, AS",6/10/1985,60,67,53
ASN00009021,"PERTH AIRPORT, AS",6/11/1985,59,70,54
ASN00009021,"PERTH AIRPORT, AS",6/12/1985,56,69,49
ASN00009021,"PERTH AIRPORT, AS",6/13/1985,59,70,49
ASN00009021,"PERTH AIRPORT, AS",6/14/1985,58,67,47
ASN00009021,"PERTH AIRPORT, AS",6/15/1985,60,69,51
ASN00009021,"PERTH AIRPORT, AS",6/16/1985,54,62,51
ASN00009021,"PERTH AIRPORT, AS",6/17/1985,49,59,45
ASN00009021,"PERTH AIRPORT, AS",6/18/1985,50,60,37
ASN00009021,"PERTH AIRPORT, AS",6/19/1985,53,64,41
ASN00009021,"PERTH AIRPORT, AS",6/20/1985,57,68,44
ASN00009021,"PERTH AIRPORT, AS",6/21/1985,62,69,47
ASN00009021,"PERTH AIRPORT, AS",6/22/1985,59,65,51
ASN00009021,"PERTH AIRPORT, AS",6/23/1985,59,67,51
ASN00009021,"PERTH AIRPORT, AS",6/24/1985,60,67,51
ASN00009021,"PERTH AIRPORT, AS",6/25/1985,59,70,53
ASN00009021,"PERTH AIRPORT, AS",6/26/1985,59,69,49
ASN00009021,"PERTH AIRPORT, AS",6/27/1985,63,73,50
ASN00009021,"PERTH AIRPORT, AS",6/28/1985,68,77,53
ASN00009021,"PERTH AIRPORT, AS",6/29/1985,65,71,60
ASN00009021,"PERTH AIRPORT, AS",6/30/1985,64,71,58
ASN00009021,"PERTH AIRPORT, AS",7/1/1985,61,67,59
ASN00009021,"PERTH AIRPORT, AS",7/2/1985,57,62,53
ASN00009021,"PERTH AIRPORT, AS",7/3/1985,56,61,50
ASN00009021,"PERTH AIRPORT, AS",7/4/1985,60,67,52
ASN00009021,"PERTH AIRPORT, AS",7/5/1985,59,69,54
ASN00009021,"PERTH AIRPORT, AS",7/6/1985,60,69,52
ASN00009021,"PERTH AIRPORT, AS",7/7/1985,60,70,50
ASN00009021,"PERTH AIRPORT, AS",7/8/1985,62,70,49
ASN00009021,"PERTH AIRPORT, AS",7/9/1985,60,71,52
ASN00009021,"PERTH AIRPORT, AS",7/10/1985,60,67,51
ASN00009021,"PERTH AIRPORT, AS",7/11/1985,58,66,51
ASN00009021,"PERTH AIRPORT, AS",7/12/1985,62,71,50
ASN00009021,"PERTH AIRPORT, AS",7/13/1985,55,60,55
ASN00009021,"PERTH AIRPORT, AS",7/14/1985,53,61,47
ASN00009021,"PERTH AIRPORT, AS",7/15/1985,53,64,42
ASN00009021,"PERTH AIRPORT, AS",7/16/1985,56,64,44
ASN00009021,"PERTH AIRPORT, AS",7/17/1985,55,58,50
ASN00009021,"PERTH AIRPORT, AS",7/18/1985,58,62,53
ASN00009021,"PERTH AIRPORT, AS",7/19/1985,53,66,55
ASN00009021,"PERTH AIRPORT, AS",7/20/1985,49,59,37
ASN00009021,"PERTH AIRPORT, AS",7/21/1985,51,61,38
ASN00009021,"PERTH AIRPORT, AS",7/22/1985,53,64,39
ASN00009021,"PERTH AIRPORT, AS",7/23/1985,55,64,42
ASN00009021,"PERTH AIRPORT, AS",7/24/1985,57,67,47
ASN00009021,"PERTH AIRPORT, AS",7/25/1985,57,64,52
ASN00009021,"PERTH AIRPORT, AS",7/26/1985,59,66,51
ASN00009021,"PERTH AIRPORT, AS",7/27/1985,53,58,52
ASN00009021,"PERTH AIRPORT, AS",7/28/1985,53,63,43
ASN00009021,"PERTH AIRPORT, AS",7/29/1985,54,64,42
ASN00009021,"PERTH AIRPORT, AS",7/30/1985,53,65,40
ASN00009021,"PERTH AIRPORT, AS",7/31/1985,58,66,46
ASN00009021,"PERTH AIRPORT, AS",8/1/1985,57,67,51
ASN00009021,"PERTH AIRPORT, AS",8/2/1985,59,68,46
ASN00009021,"PERTH AIRPORT, AS",8/3/1985,60,67,49
ASN00009021,"PERTH AIRPORT, AS",8/4/1985,60,66,53
ASN00009021,"PERTH AIRPORT, AS",8/5/1985,47,57,51
ASN00009021,"PERTH AIRPORT, AS",8/6/1985,51,62,35
ASN00009021,"PERTH AIRPORT, AS",8/7/1985,53,63,38
ASN00009021,"PERTH AIRPORT, AS",8/8/1985,55,64,42
ASN00009021,"PERTH AIRPORT, AS",8/9/1985,55,63,48
ASN00009021,"PERTH AIRPORT, AS",8/10/1985,54,61,44
ASN00009021,"PERTH AIRPORT, AS",8/11/1985,58,63,45
ASN00009021,"PERTH AIRPORT, AS",8/12/1985,51,62,50
ASN00009021,"PERTH AIRPORT, AS",8/13/1985,51,63,37
ASN00009021,"PERTH AIRPORT, AS",8/14/1985,55,65,40
ASN00009021,"PERTH AIRPORT, AS",8/15/1985,56,65,44
ASN00009021,"PERTH AIRPORT, AS",8/16/1985,60,71,48
ASN00009021,"PERTH AIRPORT, AS",8/17/1985,64,74,53
ASN00009021,"PERTH AIRPORT, AS",8/18/1985,54,62,56
ASN00009021,"PERTH AIRPORT, AS",8/19/1985,54,60,47
ASN00009021,"PERTH AIRPORT, AS",8/20/1985,56,65,45
ASN00009021,"PERTH AIRPORT, AS",8/21/1985,57,65,47
ASN00009021,"PERTH AIRPORT, AS",8/22/1985,61,66,47
ASN00009021,"PERTH AIRPORT, AS",8/23/1985,61,67,50
ASN00009021,"PERTH AIRPORT, AS",8/24/1985,61,66,56
ASN00009021,"PERTH AIRPORT, AS",8/25/1985,63,66,56
ASN00009021,"PERTH AIRPORT, AS",8/26/1985,54,66,57
ASN00009021,"PERTH AIRPORT, AS",8/27/1985,50,60,42
ASN00009021,"PERTH AIRPORT, AS",8/28/1985,53,64,39
ASN00009021,"PERTH AIRPORT, AS",8/29/1985,58,65,47
ASN00009021,"PERTH AIRPORT, AS",8/30/1985,60,66,51
ASN00009021,"PERTH AIRPORT, AS",8/31/1985,56,65,52
ASN00009021,"PERTH AIRPORT, AS",9/1/1985,55,64,46
ASN00009021,"PERTH AIRPORT, AS",9/2/1985,61,71,50
ASN00009021,"PERTH AIRPORT, AS",9/3/1985,61,76,49
ASN00009021,"PERTH AIRPORT, AS",9/4/1985,62,73,46
ASN00009021,"PERTH AIRPORT, AS",9/5/1985,66,74,47
ASN00009021,"PERTH AIRPORT, AS",9/6/1985,68,81,52
ASN00009021,"PERTH AIRPORT, AS",9/7/1985,68,83,56
ASN00009021,"PERTH AIRPORT, AS",9/8/1985,55,67,52
ASN00009021,"PERTH AIRPORT, AS",9/9/1985,61,66,40
ASN00009021,"PERTH AIRPORT, AS",9/10/1985,,68,49
ASN00009021,"PERTH AIRPORT, AS",9/11/1985,,71,50
ASN00009021,"PERTH AIRPORT, AS",9/12/1985,,69,43
ASN00009021,"PERTH AIRPORT, AS",9/13/1985,,67,44
ASN00009021,"PERTH AIRPORT, AS",9/14/1985,,65,48
ASN00009021,"PERTH AIRPORT, AS",9/15/1985,,63,44
ASN00009021,"PERTH AIRPORT, AS",9/16/1985,58,67,46
ASN00009021,"PERTH AIRPORT, AS",9/17/1985,54,65,52
ASN00009021,"PERTH AIRPORT, AS",9/18/1985,65,74,47
ASN00009021,"PERTH AIRPORT, AS",9/19/1985,69,81,56
ASN00009021,"PERTH AIRPORT, AS",9/20/1985,65,79,62
ASN00009021,"PERTH AIRPORT, AS",9/21/1985,54,63,51
ASN00009021,"PERTH AIRPORT, AS",9/22/1985,50,60,47
ASN00009021,"PERTH AIRPORT, AS",9/23/1985,53,62,37
ASN00009021,"PERTH AIRPORT, AS",9/24/1985,58,66,40
ASN00009021,"PERTH AIRPORT, AS",9/25/1985,59,66,47
ASN00009021,"PERTH AIRPORT, AS",9/26/1985,63,71,47
ASN00009021,"PERTH AIRPORT, AS",9/27/1985,68,76,55
ASN00009021,"PERTH AIRPORT, AS",9/28/1985,61,73,62
ASN00009021,"PERTH AIRPORT, AS",9/29/1985,62,70,49
ASN00009021,"PERTH AIRPORT, AS",9/30/1985,59,70,53
ASN00009021,"PERTH AIRPORT, AS",10/1/1985,64,77,43
ASN00009021,"PERTH AIRPORT, AS",10/2/1985,61,70,50
ASN00009021,"PERTH AIRPORT, AS",10/3/1985,58,64,54
ASN00009021,"PERTH AIRPORT, AS",10/4/1985,61,68,49
ASN00009021,"PERTH AIRPORT, AS",10/5/1985,59,69,49
ASN00009021,"PERTH AIRPORT, AS",10/6/1985,68,80,47
ASN00009021,"PERTH AIRPORT, AS",10/7/1985,76,90,54
ASN00009021,"PERTH AIRPORT, AS",10/8/1985,70,79,56
ASN00009021,"PERTH AIRPORT, AS",10/9/1985,62,67,57
ASN00009021,"PERTH AIRPORT, AS",10/10/1985,60,70,47
ASN00009021,"PERTH AIRPORT, AS",10/11/1985,64,74,50
ASN00009021,"PERTH AIRPORT, AS",10/12/1985,65,76,57
ASN00009021,"PERTH AIRPORT, AS",10/13/1985,66,71,58
ASN00009021,"PERTH AIRPORT, AS",10/14/1985,62,72,50
ASN00009021,"PERTH AIRPORT, AS",10/15/1985,58,68,50
ASN00009021,"PERTH AIRPORT, AS",10/16/1985,60,68,46
ASN00009021,"PERTH AIRPORT, AS",10/17/1985,60,69,51
ASN00009021,"PERTH AIRPORT, AS",10/18/1985,60,70,49
ASN00009021,"PERTH AIRPORT, AS",10/19/1985,62,74,50
ASN00009021,"PERTH AIRPORT, AS",10/20/1985,58,67,42
ASN00009021,"PERTH AIRPORT, AS",10/21/1985,57,67,50
ASN00009021,"PERTH AIRPORT, AS",10/22/1985,59,68,44
ASN00009021,"PERTH AIRPORT, AS",10/23/1985,62,72,49
ASN00009021,"PERTH AIRPORT, AS",10/24/1985,74,83,52
ASN00009021,"PERTH AIRPORT, AS",10/25/1985,65,75,66
ASN00009021,"PERTH AIRPORT, AS",10/26/1985,62,69,47
ASN00009021,"PERTH AIRPORT, AS",10/27/1985,64,69,54
ASN00009021,"PERTH AIRPORT, AS",10/28/1985,61,67,58
ASN00009021,"PERTH AIRPORT, AS",10/29/1985,59,68,54
ASN00009021,"PERTH AIRPORT, AS",10/30/1985,67,82,49
ASN00009021,"PERTH AIRPORT, AS",10/31/1985,76,85,49
ASN00009021,"PERTH AIRPORT, AS",11/1/1985,84,99,62
ASN00009021,"PERTH AIRPORT, AS",11/2/1985,69,77,66
ASN00009021,"PERTH AIRPORT, AS",11/3/1985,68,78,63
ASN00009021,"PERTH AIRPORT, AS",11/4/1985,71,82,61
ASN00009021,"PERTH AIRPORT, AS",11/5/1985,76,88,59
ASN00009021,"PERTH AIRPORT, AS",11/6/1985,74,94,62
ASN00009021,"PERTH AIRPORT, AS",11/7/1985,66,72,66
ASN00009021,"PERTH AIRPORT, AS",11/8/1985,61,67,57
ASN00009021,"PERTH AIRPORT, AS",11/9/1985,61,70,55
ASN00009021,"PERTH AIRPORT, AS",11/10/1985,68,79,50
ASN00009021,"PERTH AIRPORT, AS",11/11/1985,72,82,52
ASN00009021,"PERTH AIRPORT, AS",11/12/1985,68,74,63
ASN00009021,"PERTH AIRPORT, AS",11/13/1985,63,72,56
ASN00009021,"PERTH AIRPORT, AS",11/14/1985,62,70,49
ASN00009021,"PERTH AIRPORT, AS",11/15/1985,61,69,55
ASN00009021,"PERTH AIRPORT, AS",11/16/1985,66,76,51
ASN00009021,"PERTH AIRPORT, AS",11/17/1985,69,81,55
ASN00009021,"PERTH AIRPORT, AS",11/18/1985,77,89,55
ASN00009021,"PERTH AIRPORT, AS",11/19/1985,74,85,66
ASN00009021,"PERTH AIRPORT, AS",11/20/1985,71,82,61
ASN00009021,"PERTH AIRPORT, AS",11/21/1985,65,71,62
ASN00009021,"PERTH AIRPORT, AS",11/22/1985,65,72,59
ASN00009021,"PERTH AIRPORT, AS",11/23/1985,65,74,54
ASN00009021,"PERTH AIRPORT, AS",11/24/1985,68,76,51
ASN00009021,"PERTH AIRPORT, AS",11/25/1985,77,88,53
ASN00009021,"PERTH AIRPORT, AS",11/26/1985,80,96,58
ASN00009021,"PERTH AIRPORT, AS",11/27/1985,80,94,53
ASN00009021,"PERTH AIRPORT, AS",11/28/1985,74,81,65
ASN00009021,"PERTH AIRPORT, AS",11/29/1985,65,74,61
ASN00009021,"PERTH AIRPORT, AS",11/30/1985,66,73,52
ASN00009021,"PERTH AIRPORT, AS",12/1/1985,66,74,55
ASN00009021,"PERTH AIRPORT, AS",12/2/1985,64,74,55
ASN00009021,"PERTH AIRPORT, AS",12/3/1985,67,76,50
ASN00009021,"PERTH AIRPORT, AS",12/4/1985,67,75,51
ASN00009021,"PERTH AIRPORT, AS",12/5/1985,63,73,60
ASN00009021,"PERTH AIRPORT, AS",12/6/1985,67,78,44
ASN00009021,"PERTH AIRPORT, AS",12/7/1985,71,84,56
ASN00009021,"PERTH AIRPORT, AS",12/8/1985,81,94,58
ASN00009021,"PERTH AIRPORT, AS",12/9/1985,80,101,64
ASN00009021,"PERTH AIRPORT, AS",12/10/1985,64,75,59
ASN00009021,"PERTH AIRPORT, AS",12/11/1985,68,77,49
ASN00009021,"PERTH AIRPORT, AS",12/12/1985,71,80,54
ASN00009021,"PERTH AIRPORT, AS",12/13/1985,70,75,60
ASN00009021,"PERTH AIRPORT, AS",12/14/1985,64,73,62
ASN00009021,"PERTH AIRPORT, AS",12/15/1985,67,77,48
ASN00009021,"PERTH AIRPORT, AS",12/16/1985,79,94,49
ASN00009021,"PERTH AIRPORT, AS",12/17/1985,65,73,60
ASN00009021,"PERTH AIRPORT, AS",12/18/1985,63,71,58
ASN00009021,"PERTH AIRPORT, AS",12/19/1985,65,73,55
ASN00009021,"PERTH AIRPORT, AS",12/20/1985,62,73,53
ASN00009021,"PERTH AIRPORT, AS",12/21/1985,66,75,46
ASN00009021,"PERTH AIRPORT, AS",12/22/1985,74,90,52
ASN00009021,"PERTH AIRPORT, AS",12/23/1985,77,89,53
ASN00009021,"PERTH AIRPORT, AS",12/24/1985,66,77,59
ASN00009021,"PERTH AIRPORT, AS",12/25/1985,67,76,52
ASN00009021,"PERTH AIRPORT, AS",12/26/1985,73,86,56
ASN00009021,"PERTH AIRPORT, AS",12/27/1985,78,93,56
ASN00009021,"PERTH AIRPORT, AS",12/28/1985,67,75,66
ASN00009021,"PERTH AIRPORT, AS",12/29/1985,70,77,59
ASN00009021,"PERTH AIRPORT, AS",12/30/1985,72,83,60
ASN00009021,"PERTH AIRPORT, AS",12/31/1985,79,95,57
ASN00009021,"PERTH AIRPORT, AS",1/1/1986,87,99,65
ASN00009021,"PERTH AIRPORT, AS",1/2/1986,84,96,76
ASN00009021,"PERTH AIRPORT, AS",1/3/1986,80,94,65
ASN00009021,"PERTH AIRPORT, AS",1/4/1986,80,92,63
ASN00009021,"PERTH AIRPORT, AS",1/5/1986,82,97,67
ASN00009021,"PERTH AIRPORT, AS",1/6/1986,79,90,64
ASN00009021,"PERTH AIRPORT, AS",1/7/1986,86,99,65
ASN00009021,"PERTH AIRPORT, AS",1/8/1986,87,103,74
ASN00009021,"PERTH AIRPORT, AS",1/9/1986,69,76,71
ASN00009021,"PERTH AIRPORT, AS",1/10/1986,65,74,60
ASN00009021,"PERTH AIRPORT, AS",1/11/1986,66,75,56
ASN00009021,"PERTH AIRPORT, AS",1/12/1986,71,81,52
ASN00009021,"PERTH AIRPORT, AS",1/13/1986,71,81,55
ASN00009021,"PERTH AIRPORT, AS",1/14/1986,70,79,59
ASN00009021,"PERTH AIRPORT, AS",1/15/1986,76,88,59
ASN00009021,"PERTH AIRPORT, AS",1/16/1986,79,92,61
ASN00009021,"PERTH AIRPORT, AS",1/17/1986,86,101,68
ASN00009021,"PERTH AIRPORT, AS",1/18/1986,79,98,65
ASN00009021,"PERTH AIRPORT, AS",1/19/1986,83,97,63
ASN00009021,"PERTH AIRPORT, AS",1/20/1986,86,102,68
ASN00009021,"PERTH AIRPORT, AS",1/21/1986,89,103,65
ASN00009021,"PERTH AIRPORT, AS",1/22/1986,92,105,74
ASN00009021,"PERTH AIRPORT, AS",1/23/1986,88,101,73
ASN00009021,"PERTH AIRPORT, AS",1/24/1986,95,107,75
ASN00009021,"PERTH AIRPORT, AS",1/25/1986,78,101,76
ASN00009021,"PERTH AIRPORT, AS",1/26/1986,75,83,68
ASN00009021,"PERTH AIRPORT, AS",1/27/1986,73,82,65
ASN00009021,"PERTH AIRPORT, AS",1/28/1986,76,87,60
ASN00009021,"PERTH AIRPORT, AS",1/29/1986,85,100,63
ASN00009021,"PERTH AIRPORT, AS",1/30/1986,77,88,71
ASN00009021,"PERTH AIRPORT, AS",1/31/1986,76,88,64
ASN00009021,"PERTH AIRPORT, AS",2/1/1986,77,90,62
ASN00009021,"PERTH AIRPORT, AS",2/2/1986,79,94,61
ASN00009021,"PERTH AIRPORT, AS",2/3/1986,83,95,67
ASN00009021,"PERTH AIRPORT, AS",2/4/1986,81,98,66
ASN00009021,"PERTH AIRPORT, AS",2/5/1986,74,90,68
ASN00009021,"PERTH AIRPORT, AS",2/6/1986,70,77,65
ASN00009021,"PERTH AIRPORT, AS",2/7/1986,70,76,65
ASN00009021,"PERTH AIRPORT, AS",2/8/1986,67,76,63
ASN00009021,"PERTH AIRPORT, AS",2/9/1986,72,85,55
ASN00009021,"PERTH AIRPORT, AS",2/10/1986,71,84,54
ASN00009021,"PERTH AIRPORT, AS",2/11/1986,68,76,64
ASN00009021,"PERTH AIRPORT, AS",2/12/1986,65,75,61
ASN00009021,"PERTH AIRPORT, AS",2/13/1986,66,74,51
ASN00009021,"PERTH AIRPORT, AS",2/14/1986,61,75,53
ASN00009021,"PERTH AIRPORT, AS",2/15/1986,64,75,43
ASN00009021,"PERTH AIRPORT, AS",2/16/1986,70,80,48
ASN00009021,"PERTH AIRPORT, AS",2/17/1986,77,91,60
ASN00009021,"PERTH AIRPORT, AS",2/18/1986,86,99,62
ASN00009021,"PERTH AIRPORT, AS",2/19/1986,86,102,73
ASN00009021,"PERTH AIRPORT, AS",2/20/1986,81,90,73
ASN00009021,"PERTH AIRPORT, AS",2/21/1986,67,71,66
ASN00009021,"PERTH AIRPORT, AS",2/22/1986,72,79,65
ASN00009021,"PERTH AIRPORT, AS",2/23/1986,70,78,64
ASN00009021,"PERTH AIRPORT, AS",2/24/1986,69,79,57
ASN00009021,"PERTH AIRPORT, AS",2/25/1986,78,89,57
ASN00009021,"PERTH AIRPORT, AS",2/26/1986,70,77,67
ASN00009021,"PERTH AIRPORT, AS",2/27/1986,72,80,64
ASN00009021,"PERTH AIRPORT, AS",2/28/1986,77,89,63
ASN00009021,"PERTH AIRPORT, AS",3/1/1986,80,94,66
ASN00009021,"PERTH AIRPORT, AS",3/2/1986,73,83,62
ASN00009021,"PERTH AIRPORT, AS",3/3/1986,73,80,63
ASN00009021,"PERTH AIRPORT, AS",3/4/1986,74,87,63
ASN00009021,"PERTH AIRPORT, AS",3/5/1986,69,74,61
ASN00009021,"PERTH AIRPORT, AS",3/6/1986,67,76,62
ASN00009021,"PERTH AIRPORT, AS",3/7/1986,70,79,54
ASN00009021,"PERTH AIRPORT, AS",3/8/1986,71,77,60
ASN00009021,"PERTH AIRPORT, AS",3/9/1986,67,76,60
ASN00009021,"PERTH AIRPORT, AS",3/10/1986,75,84,62
ASN00009021,"PERTH AIRPORT, AS",3/11/1986,67,76,67
ASN00009021,"PERTH AIRPORT, AS",3/12/1986,64,75,54
ASN00009021,"PERTH AIRPORT, AS",3/13/1986,66,76,54
ASN00009021,"PERTH AIRPORT, AS",3/14/1986,70,79,55
ASN00009021,"PERTH AIRPORT, AS",3/15/1986,78,93,58
ASN00009021,"PERTH AIRPORT, AS",3/16/1986,78,100,68
ASN00009021,"PERTH AIRPORT, AS",3/17/1986,76,86,60
ASN00009021,"PERTH AIRPORT, AS",3/18/1986,75,86,67
ASN00009021,"PERTH AIRPORT, AS",3/19/1986,65,71,65
ASN00009021,"PERTH AIRPORT, AS",3/20/1986,63,69,45
ASN00009021,"PERTH AIRPORT, AS",3/21/1986,65,74,56
ASN00009021,"PERTH AIRPORT, AS",3/22/1986,70,80,52
ASN00009021,"PERTH AIRPORT, AS",3/23/1986,76,87,59
ASN00009021,"PERTH AIRPORT, AS",3/24/1986,77,93,64
ASN00009021,"PERTH AIRPORT, AS",3/25/1986,71,89,62
ASN00009021,"PERTH AIRPORT, AS",3/26/1986,74,85,60
ASN00009021,"PERTH AIRPORT, AS",3/27/1986,81,97,65
ASN00009021,"PERTH AIRPORT, AS",3/28/1986,61,73,67
ASN00009021,"PERTH AIRPORT, AS",3/29/1986,62,73,46
ASN00009021,"PERTH AIRPORT, AS",3/30/1986,71,84,47
ASN00009021,"PERTH AIRPORT, AS",3/31/1986,68,75,57
ASN00009021,"PERTH AIRPORT, AS",4/1/1986,63,72,59
ASN00009021,"PERTH AIRPORT, AS",4/2/1986,65,71,53
ASN00009021,"PERTH AIRPORT, AS",4/3/1986,63,71,59
ASN00009021,"PERTH AIRPORT, AS",4/4/1986,65,74,49
ASN00009021,"PERTH AIRPORT, AS",4/5/1986,71,83,54
ASN00009021,"PERTH AIRPORT, AS",4/6/1986,77,91,63
ASN00009021,"PERTH AIRPORT, AS",4/7/1986,72,86,65
ASN00009021,"PERTH AIRPORT, AS",4/8/1986,69,76,57
ASN00009021,"PERTH AIRPORT, AS",4/9/1986,63,74,59
ASN00009021,"PERTH AIRPORT, AS",4/10/1986,64,73,44
ASN00009021,"PERTH AIRPORT, AS",4/11/1986,67,78,54
ASN00009021,"PERTH AIRPORT, AS",4/12/1986,71,86,54
ASN00009021,"PERTH AIRPORT, AS",4/13/1986,61,73,54
ASN00009021,"PERTH AIRPORT, AS",4/14/1986,59,70,43
ASN00009021,"PERTH AIRPORT, AS",4/15/1986,62,73,43
ASN00009021,"PERTH AIRPORT, AS",4/16/1986,66,79,48
ASN00009021,"PERTH AIRPORT, AS",4/17/1986,70,85,51
ASN00009021,"PERTH AIRPORT, AS",4/18/1986,69,85,45
ASN00009021,"PERTH AIRPORT, AS",4/19/1986,69,78,53
ASN00009021,"PERTH AIRPORT, AS",4/20/1986,61,74,51
ASN00009021,"PERTH AIRPORT, AS",4/21/1986,63,75,44
ASN00009021,"PERTH AIRPORT, AS",4/22/1986,63,73,49
ASN00009021,"PERTH AIRPORT, AS",4/23/1986,64,72,50
ASN00009021,"PERTH AIRPORT, AS",4/24/1986,60,72,46
ASN00009021,"PERTH AIRPORT, AS",4/25/1986,64,80,46
ASN00009021,"PERTH AIRPORT, AS",4/26/1986,63,76,49
ASN00009021,"PERTH AIRPORT, AS",4/27/1986,65,76,51
ASN00009021,"PERTH AIRPORT, AS",4/28/1986,67,76,57
ASN00009021,"PERTH AIRPORT, AS",4/29/1986,69,79,59
ASN00009021,"PERTH AIRPORT, AS",4/30/1986,67,78,60
ASN00009021,"PERTH AIRPORT, AS",5/1/1986,68,79,53
ASN00009021,"PERTH AIRPORT, AS",5/2/1986,66,77,51
ASN00009021,"PERTH AIRPORT, AS",5/3/1986,69,76,53
ASN00009021,"PERTH AIRPORT, AS",5/4/1986,70,84,57
ASN00009021,"PERTH AIRPORT, AS",5/5/1986,59,70,53
ASN00009021,"PERTH AIRPORT, AS",5/6/1986,58,65,50
ASN00009021,"PERTH AIRPORT, AS",5/7/1986,59,63,51
ASN00009021,"PERTH AIRPORT, AS",5/8/1986,57,68,56
ASN00009021,"PERTH AIRPORT, AS",5/9/1986,59,69,44
ASN00009021,"PERTH AIRPORT, AS",5/10/1986,62,67,51
ASN00009021,"PERTH AIRPORT, AS",5/11/1986,63,72,54
ASN00009021,"PERTH AIRPORT, AS",5/12/1986,64,71,56
ASN00009021,"PERTH AIRPORT, AS",5/13/1986,60,62,58
ASN00009021,"PERTH AIRPORT, AS",5/14/1986,61,66,58
ASN00009021,"PERTH AIRPORT, AS",5/15/1986,61,69,51
ASN00009021,"PERTH AIRPORT, AS",5/16/1986,59,68,50
ASN00009021,"PERTH AIRPORT, AS",5/17/1986,59,69,49
ASN00009021,"PERTH AIRPORT, AS",5/18/1986,62,74,49
ASN00009021,"PERTH AIRPORT, AS",5/19/1986,59,66,51
ASN00009021,"PERTH AIRPORT, AS",5/20/1986,58,65,55
ASN00009021,"PERTH AIRPORT, AS",5/21/1986,53,60,54
ASN00009021,"PERTH AIRPORT, AS",5/22/1986,56,64,46
ASN00009021,"PERTH AIRPORT, AS",5/23/1986,58,68,46
ASN00009021,"PERTH AIRPORT, AS",5/24/1986,60,70,45
ASN00009021,"PERTH AIRPORT, AS",5/25/1986,57,64,51
ASN00009021,"PERTH AIRPORT, AS",5/26/1986,58,66,49
ASN00009021,"PERTH AIRPORT, AS",5/27/1986,59,69,50
ASN00009021,"PERTH AIRPORT, AS",5/28/1986,59,68,49
ASN00009021,"PERTH AIRPORT, AS",5/29/1986,59,71,52
ASN00009021,"PERTH AIRPORT, AS",5/30/1986,59,73,49
ASN00009021,"PERTH AIRPORT, AS",5/31/1986,58,73,44
ASN00009021,"PERTH AIRPORT, AS",6/1/1986,57,70,44
ASN00009021,"PERTH AIRPORT, AS",6/2/1986,58,71,42
ASN00009021,"PERTH AIRPORT, AS",6/3/1986,58,69,44
ASN00009021,"PERTH AIRPORT, AS",6/4/1986,56,70,46
ASN00009021,"PERTH AIRPORT, AS",6/5/1986,55,69,42
ASN00009021,"PERTH AIRPORT, AS",6/6/1986,53,67,40
ASN00009021,"PERTH AIRPORT, AS",6/7/1986,56,67,40
ASN00009021,"PERTH AIRPORT, AS",6/8/1986,63,72,46
ASN00009021,"PERTH AIRPORT, AS",6/9/1986,56,61,54
ASN00009021,"PERTH AIRPORT, AS",6/10/1986,57,63,53
ASN00009021,"PERTH AIRPORT, AS",6/11/1986,55,67,50
ASN00009021,"PERTH AIRPORT, AS",6/12/1986,58,65,47
ASN00009021,"PERTH AIRPORT, AS",6/13/1986,58,64,52
ASN00009021,"PERTH AIRPORT, AS",6/14/1986,54,57,52
ASN00009021,"PERTH AIRPORT, AS",6/15/1986,59,64,51
ASN00009021,"PERTH AIRPORT, AS",6/16/1986,56,59,54
ASN00009021,"PERTH AIRPORT, AS",6/17/1986,57,62,54
ASN00009021,"PERTH AIRPORT, AS",6/18/1986,55,60,50
ASN00009021,"PERTH AIRPORT, AS",6/19/1986,55,62,50
ASN00009021,"PERTH AIRPORT, AS",6/20/1986,53,63,46
ASN00009021,"PERTH AIRPORT, AS",6/21/1986,58,64,41
ASN00009021,"PERTH AIRPORT, AS",6/22/1986,58,66,52
ASN00009021,"PERTH AIRPORT, AS",6/23/1986,59,67,49
ASN00009021,"PERTH AIRPORT, AS",6/24/1986,62,70,54
ASN00009021,"PERTH AIRPORT, AS",6/25/1986,56,65,56
ASN00009021,"PERTH AIRPORT, AS",6/26/1986,56,63,50
ASN00009021,"PERTH AIRPORT, AS",6/27/1986,58,65,51
ASN00009021,"PERTH AIRPORT, AS",6/28/1986,55,61,53
ASN00009021,"PERTH AIRPORT, AS",6/29/1986,56,63,51
ASN00009021,"PERTH AIRPORT, AS",6/30/1986,55,64,47
ASN00009021,"PERTH AIRPORT, AS",7/1/1986,58,63,43
ASN00009021,"PERTH AIRPORT, AS",7/2/1986,60,64,48
ASN00009021,"PERTH AIRPORT, AS",7/3/1986,55,63,53
