STATION,NAME,DATE,TAVG,TMAX,TMIN
ASN00009021,"PERTH AIRPORT, AS",1/1/1971,,75,66
ASN00009021,"PERTH AIRPORT, AS",1/2/1971,,76,54
ASN00009021,"PERTH AIRPORT, AS",1/3/1971,,75,56
ASN00009021,"PERTH AIRPORT, AS",1/4/1971,,74,54
ASN00009021,"PERTH AIRPORT, AS",1/5/1971,,76,57
ASN00009021,"PERTH AIRPORT, AS",1/6/1971,,78,54
ASN00009021,"PERTH AIRPORT, AS",1/7/1971,,75,57
ASN00009021,"PERTH AIRPORT, AS",1/8/1971,,74,59
ASN00009021,"PERTH AIRPORT, AS",1/9/1971,,77,52
ASN00009021,"PERTH AIRPORT, AS",1/10/1971,,75,62
ASN00009021,"PERTH AIRPORT, AS",1/11/1971,,79,56
ASN00009021,"PERTH AIRPORT, AS",1/12/1971,,85,56
ASN00009021,"PERTH AIRPORT, AS",1/13/1971,,78,56
ASN00009021,"PERTH AIRPORT, AS",1/14/1971,,78,53
ASN00009021,"PERTH AIRPORT, AS",1/15/1971,,81,52
ASN00009021,"PERTH AIRPORT, AS",1/16/1971,,90,62
ASN00009021,"PERTH AIRPORT, AS",1/17/1971,,101,66
ASN00009021,"PERTH AIRPORT, AS",1/18/1971,,76,67
ASN00009021,"PERTH AIRPORT, AS",1/19/1971,,86,56
ASN00009021,"PERTH AIRPORT, AS",1/20/1971,,92,63
ASN00009021,"PERTH AIRPORT, AS",1/21/1971,,105,75
ASN00009021,"PERTH AIRPORT, AS",1/22/1971,,106,80
ASN00009021,"PERTH AIRPORT, AS",1/23/1971,,84,69
ASN00009021,"PERTH AIRPORT, AS",1/24/1971,,91,62
ASN00009021,"PERTH AIRPORT, AS",1/25/1971,,88,62
ASN00009021,"PERTH AIRPORT, AS",1/26/1971,,86,62
ASN00009021,"PERTH AIRPORT, AS",1/27/1971,,95,70
ASN00009021,"PERTH AIRPORT, AS",1/28/1971,,95,70
ASN00009021,"PERTH AIRPORT, AS",1/29/1971,,95,78
ASN00009021,"PERTH AIRPORT, AS",1/30/1971,,96,78
ASN00009021,"PERTH AIRPORT, AS",1/31/1971,,89,74
ASN00009021,"PERTH AIRPORT, AS",2/1/1971,,95,71
ASN00009021,"PERTH AIRPORT, AS",2/2/1971,,102,76
ASN00009021,"PERTH AIRPORT, AS",2/3/1971,,95,72
ASN00009021,"PERTH AIRPORT, AS",2/4/1971,,88,70
ASN00009021,"PERTH AIRPORT, AS",2/5/1971,,83,69
ASN00009021,"PERTH AIRPORT, AS",2/6/1971,,77,69
ASN00009021,"PERTH AIRPORT, AS",2/7/1971,,77,61
ASN00009021,"PERTH AIRPORT, AS",2/8/1971,,80,57
ASN00009021,"PERTH AIRPORT, AS",2/9/1971,,83,58
ASN00009021,"PERTH AIRPORT, AS",2/10/1971,,89,57
ASN00009021,"PERTH AIRPORT, AS",2/11/1971,,87,62
ASN00009021,"PERTH AIRPORT, AS",2/12/1971,,87,63
ASN00009021,"PERTH AIRPORT, AS",2/13/1971,,79,56
ASN00009021,"PERTH AIRPORT, AS",2/14/1971,,73,59
ASN00009021,"PERTH AIRPORT, AS",2/15/1971,,75,63
ASN00009021,"PERTH AIRPORT, AS",2/16/1971,,78,56
ASN00009021,"PERTH AIRPORT, AS",2/17/1971,,78,57
ASN00009021,"PERTH AIRPORT, AS",2/18/1971,,76,53
ASN00009021,"PERTH AIRPORT, AS",2/19/1971,,83,54
ASN00009021,"PERTH AIRPORT, AS",2/20/1971,,88,62
ASN00009021,"PERTH AIRPORT, AS",2/21/1971,,90,63
ASN00009021,"PERTH AIRPORT, AS",2/22/1971,,92,64
ASN00009021,"PERTH AIRPORT, AS",2/23/1971,,99,70
ASN00009021,"PERTH AIRPORT, AS",2/24/1971,,99,77
ASN00009021,"PERTH AIRPORT, AS",2/25/1971,,79,69
ASN00009021,"PERTH AIRPORT, AS",2/26/1971,,79,68
ASN00009021,"PERTH AIRPORT, AS",2/27/1971,,85,60
ASN00009021,"PERTH AIRPORT, AS",2/28/1971,,88,65
ASN00009021,"PERTH AIRPORT, AS",3/1/1971,,92,63
ASN00009021,"PERTH AIRPORT, AS",3/2/1971,,95,69
ASN00009021,"PERTH AIRPORT, AS",3/3/1971,,100,71
ASN00009021,"PERTH AIRPORT, AS",3/4/1971,,83,66
ASN00009021,"PERTH AIRPORT, AS",3/5/1971,,78,69
ASN00009021,"PERTH AIRPORT, AS",3/6/1971,,83,61
ASN00009021,"PERTH AIRPORT, AS",3/7/1971,,82,64
ASN00009021,"PERTH AIRPORT, AS",3/8/1971,,80,59
ASN00009021,"PERTH AIRPORT, AS",3/9/1971,,87,56
ASN00009021,"PERTH AIRPORT, AS",3/10/1971,,87,62
ASN00009021,"PERTH AIRPORT, AS",3/11/1971,,90,65
ASN00009021,"PERTH AIRPORT, AS",3/12/1971,,76,68
ASN00009021,"PERTH AIRPORT, AS",3/13/1971,,79,60
ASN00009021,"PERTH AIRPORT, AS",3/14/1971,,81,59
ASN00009021,"PERTH AIRPORT, AS",3/15/1971,,82,60
ASN00009021,"PERTH AIRPORT, AS",3/16/1971,,88,68
ASN00009021,"PERTH AIRPORT, AS",3/17/1971,,91,63
ASN00009021,"PERTH AIRPORT, AS",3/18/1971,,89,68
ASN00009021,"PERTH AIRPORT, AS",3/19/1971,,94,69
ASN00009021,"PERTH AIRPORT, AS",3/20/1971,,96,67
ASN00009021,"PERTH AIRPORT, AS",3/21/1971,,84,65
ASN00009021,"PERTH AIRPORT, AS",3/22/1971,,84,58
ASN00009021,"PERTH AIRPORT, AS",3/23/1971,,76,64
ASN00009021,"PERTH AIRPORT, AS",3/24/1971,,75,58
ASN00009021,"PERTH AIRPORT, AS",3/25/1971,,79,56
ASN00009021,"PERTH AIRPORT, AS",3/26/1971,,84,58
ASN00009021,"PERTH AIRPORT, AS",3/27/1971,,72,64
ASN00009021,"PERTH AIRPORT, AS",3/28/1971,,64,63
ASN00009021,"PERTH AIRPORT, AS",3/29/1971,,69,55
ASN00009021,"PERTH AIRPORT, AS",3/30/1971,,74,54
ASN00009021,"PERTH AIRPORT, AS",3/31/1971,,80,59
ASN00009021,"PERTH AIRPORT, AS",4/1/1971,,85,62
ASN00009021,"PERTH AIRPORT, AS",4/2/1971,,89,66
ASN00009021,"PERTH AIRPORT, AS",4/3/1971,,98,67
ASN00009021,"PERTH AIRPORT, AS",4/4/1971,,84,67
ASN00009021,"PERTH AIRPORT, AS",4/5/1971,,74,68
ASN00009021,"PERTH AIRPORT, AS",4/6/1971,,72,59
ASN00009021,"PERTH AIRPORT, AS",4/7/1971,,78,51
ASN00009021,"PERTH AIRPORT, AS",4/8/1971,,86,59
ASN00009021,"PERTH AIRPORT, AS",4/9/1971,,80,61
ASN00009021,"PERTH AIRPORT, AS",4/10/1971,,83,57
ASN00009021,"PERTH AIRPORT, AS",4/11/1971,,89,65
ASN00009021,"PERTH AIRPORT, AS",4/12/1971,,78,61
ASN00009021,"PERTH AIRPORT, AS",4/13/1971,,66,58
ASN00009021,"PERTH AIRPORT, AS",4/14/1971,,67,48
ASN00009021,"PERTH AIRPORT, AS",4/15/1971,,67,49
ASN00009021,"PERTH AIRPORT, AS",4/16/1971,,68,47
ASN00009021,"PERTH AIRPORT, AS",4/17/1971,,68,44
ASN00009021,"PERTH AIRPORT, AS",4/18/1971,,72,47
ASN00009021,"PERTH AIRPORT, AS",4/19/1971,,74,47
ASN00009021,"PERTH AIRPORT, AS",4/20/1971,,76,48
ASN00009021,"PERTH AIRPORT, AS",4/21/1971,,77,51
ASN00009021,"PERTH AIRPORT, AS",4/22/1971,,77,51
ASN00009021,"PERTH AIRPORT, AS",4/23/1971,,64,44
ASN00009021,"PERTH AIRPORT, AS",4/24/1971,,63,38
ASN00009021,"PERTH AIRPORT, AS",4/25/1971,,67,38
ASN00009021,"PERTH AIRPORT, AS",4/26/1971,,69,40
ASN00009021,"PERTH AIRPORT, AS",4/27/1971,,74,42
ASN00009021,"PERTH AIRPORT, AS",4/28/1971,,76,47
ASN00009021,"PERTH AIRPORT, AS",4/29/1971,,72,40
ASN00009021,"PERTH AIRPORT, AS",4/30/1971,,68,44
ASN00009021,"PERTH AIRPORT, AS",5/1/1971,,65,44
ASN00009021,"PERTH AIRPORT, AS",5/2/1971,,70,44
ASN00009021,"PERTH AIRPORT, AS",5/3/1971,,69,40
ASN00009021,"PERTH AIRPORT, AS",5/4/1971,,70,43
ASN00009021,"PERTH AIRPORT, AS",5/5/1971,,79,48
ASN00009021,"PERTH AIRPORT, AS",5/6/1971,,78,45
ASN00009021,"PERTH AIRPORT, AS",5/7/1971,,75,54
ASN00009021,"PERTH AIRPORT, AS",5/8/1971,,74,44
ASN00009021,"PERTH AIRPORT, AS",5/9/1971,,72,48
ASN00009021,"PERTH AIRPORT, AS",5/10/1971,,72,44
ASN00009021,"PERTH AIRPORT, AS",5/11/1971,,76,55
ASN00009021,"PERTH AIRPORT, AS",5/12/1971,,83,58
ASN00009021,"PERTH AIRPORT, AS",5/13/1971,,79,65
ASN00009021,"PERTH AIRPORT, AS",5/14/1971,,70,60
ASN00009021,"PERTH AIRPORT, AS",5/15/1971,,66,51
ASN00009021,"PERTH AIRPORT, AS",5/16/1971,,69,57
ASN00009021,"PERTH AIRPORT, AS",5/17/1971,,69,55
ASN00009021,"PERTH AIRPORT, AS",5/18/1971,,72,54
ASN00009021,"PERTH AIRPORT, AS",5/19/1971,,70,56
ASN00009021,"PERTH AIRPORT, AS",5/20/1971,,70,57
ASN00009021,"PERTH AIRPORT, AS",5/21/1971,,64,45
ASN00009021,"PERTH AIRPORT, AS",5/22/1971,,68,53
ASN00009021,"PERTH AIRPORT, AS",5/23/1971,,58,46
ASN00009021,"PERTH AIRPORT, AS",5/24/1971,,61,41
ASN00009021,"PERTH AIRPORT, AS",5/25/1971,,63,41
ASN00009021,"PERTH AIRPORT, AS",5/26/1971,,67,43
ASN00009021,"PERTH AIRPORT, AS",5/27/1971,,70,45
ASN00009021,"PERTH AIRPORT, AS",5/28/1971,,70,52
ASN00009021,"PERTH AIRPORT, AS",5/29/1971,,72,47
ASN00009021,"PERTH AIRPORT, AS",5/30/1971,,70,53
ASN00009021,"PERTH AIRPORT, AS",5/31/1971,,63,53
ASN00009021,"PERTH AIRPORT, AS",6/1/1971,,63,40
ASN00009021,"PERTH AIRPORT, AS",6/2/1971,,67,39
ASN00009021,"PERTH AIRPORT, AS",6/3/1971,,68,42
ASN00009021,"PERTH AIRPORT, AS",6/4/1971,,68,54
ASN00009021,"PERTH AIRPORT, AS",6/5/1971,,67,57
ASN00009021,"PERTH AIRPORT, AS",6/6/1971,,62,54
ASN00009021,"PERTH AIRPORT, AS",6/7/1971,,63,50
ASN00009021,"PERTH AIRPORT, AS",6/8/1971,,69,50
ASN00009021,"PERTH AIRPORT, AS",6/9/1971,,66,56
ASN00009021,"PERTH AIRPORT, AS",6/10/1971,,68,51
ASN00009021,"PERTH AIRPORT, AS",6/11/1971,,65,50
ASN00009021,"PERTH AIRPORT, AS",6/12/1971,,68,42
ASN00009021,"PERTH AIRPORT, AS",6/13/1971,,70,45
ASN00009021,"PERTH AIRPORT, AS",6/14/1971,,73,47
ASN00009021,"PERTH AIRPORT, AS",6/15/1971,,71,49
ASN00009021,"PERTH AIRPORT, AS",6/16/1971,,70,51
ASN00009021,"PERTH AIRPORT, AS",6/17/1971,,67,53
ASN00009021,"PERTH AIRPORT, AS",6/18/1971,,67,45
ASN00009021,"PERTH AIRPORT, AS",6/19/1971,,67,46
ASN00009021,"PERTH AIRPORT, AS",6/20/1971,,65,50
ASN00009021,"PERTH AIRPORT, AS",6/21/1971,,63,39
ASN00009021,"PERTH AIRPORT, AS",6/22/1971,,62,36
ASN00009021,"PERTH AIRPORT, AS",6/23/1971,,65,37
ASN00009021,"PERTH AIRPORT, AS",6/24/1971,,66,40
ASN00009021,"PERTH AIRPORT, AS",6/25/1971,,66,42
ASN00009021,"PERTH AIRPORT, AS",6/26/1971,,62,45
ASN00009021,"PERTH AIRPORT, AS",6/27/1971,,66,46
ASN00009021,"PERTH AIRPORT, AS",6/28/1971,,69,44
ASN00009021,"PERTH AIRPORT, AS",6/29/1971,,75,48
ASN00009021,"PERTH AIRPORT, AS",6/30/1971,,69,53
ASN00009021,"PERTH AIRPORT, AS",7/1/1971,,66,47
ASN00009021,"PERTH AIRPORT, AS",7/2/1971,,69,47
ASN00009021,"PERTH AIRPORT, AS",7/3/1971,,65,54
ASN00009021,"PERTH AIRPORT, AS",7/4/1971,,61,50
ASN00009021,"PERTH AIRPORT, AS",7/5/1971,,69,45
ASN00009021,"PERTH AIRPORT, AS",7/6/1971,,67,43
ASN00009021,"PERTH AIRPORT, AS",7/7/1971,,68,41
ASN00009021,"PERTH AIRPORT, AS",7/8/1971,,70,44
ASN00009021,"PERTH AIRPORT, AS",7/9/1971,,72,46
ASN00009021,"PERTH AIRPORT, AS",7/10/1971,,70,42
ASN00009021,"PERTH AIRPORT, AS",7/11/1971,,67,40
ASN00009021,"PERTH AIRPORT, AS",7/12/1971,,60,46
ASN00009021,"PERTH AIRPORT, AS",7/13/1971,,63,47
ASN00009021,"PERTH AIRPORT, AS",7/14/1971,,62,47
ASN00009021,"PERTH AIRPORT, AS",7/15/1971,,61,41
ASN00009021,"PERTH AIRPORT, AS",7/16/1971,,65,46
ASN00009021,"PERTH AIRPORT, AS",7/17/1971,,60,49
ASN00009021,"PERTH AIRPORT, AS",7/18/1971,,62,42
ASN00009021,"PERTH AIRPORT, AS",7/19/1971,,66,45
ASN00009021,"PERTH AIRPORT, AS",7/20/1971,,63,49
ASN00009021,"PERTH AIRPORT, AS",7/21/1971,,58,41
ASN00009021,"PERTH AIRPORT, AS",7/22/1971,,62,37
ASN00009021,"PERTH AIRPORT, AS",7/23/1971,,69,46
ASN00009021,"PERTH AIRPORT, AS",7/24/1971,,60,45
ASN00009021,"PERTH AIRPORT, AS",7/25/1971,,63,44
ASN00009021,"PERTH AIRPORT, AS",7/26/1971,,64,36
ASN00009021,"PERTH AIRPORT, AS",7/27/1971,,68,43
ASN00009021,"PERTH AIRPORT, AS",7/28/1971,,69,55
ASN00009021,"PERTH AIRPORT, AS",7/29/1971,,68,50
ASN00009021,"PERTH AIRPORT, AS",7/30/1971,,65,55
ASN00009021,"PERTH AIRPORT, AS",7/31/1971,,62,49
ASN00009021,"PERTH AIRPORT, AS",8/1/1971,,66,50
ASN00009021,"PERTH AIRPORT, AS",8/2/1971,,67,51
ASN00009021,"PERTH AIRPORT, AS",8/3/1971,,65,49
ASN00009021,"PERTH AIRPORT, AS",8/4/1971,,61,49
ASN00009021,"PERTH AIRPORT, AS",8/5/1971,,61,41
ASN00009021,"PERTH AIRPORT, AS",8/6/1971,,60,47
ASN00009021,"PERTH AIRPORT, AS",8/7/1971,,57,39
ASN00009021,"PERTH AIRPORT, AS",8/8/1971,,57,45
ASN00009021,"PERTH AIRPORT, AS",8/9/1971,,62,41
ASN00009021,"PERTH AIRPORT, AS",8/10/1971,,62,37
ASN00009021,"PERTH AIRPORT, AS",8/11/1971,,65,42
ASN00009021,"PERTH AIRPORT, AS",8/12/1971,,64,45
ASN00009021,"PERTH AIRPORT, AS",8/13/1971,,60,47
ASN00009021,"PERTH AIRPORT, AS",8/14/1971,,66,51
ASN00009021,"PERTH AIRPORT, AS",8/15/1971,,64,54
ASN00009021,"PERTH AIRPORT, AS",8/16/1971,,61,49
ASN00009021,"PERTH AIRPORT, AS",8/17/1971,,66,48
ASN00009021,"PERTH AIRPORT, AS",8/18/1971,,65,48
ASN00009021,"PERTH AIRPORT, AS",8/19/1971,,64,50
ASN00009021,"PERTH AIRPORT, AS",8/20/1971,,67,44
ASN00009021,"PERTH AIRPORT, AS",8/21/1971,,66,47
ASN00009021,"PERTH AIRPORT, AS",8/22/1971,,65,46
ASN00009021,"PERTH AIRPORT, AS",8/23/1971,,66,38
ASN00009021,"PERTH AIRPORT, AS",8/24/1971,,67,47
ASN00009021,"PERTH AIRPORT, AS",8/25/1971,,76,51
ASN00009021,"PERTH AIRPORT, AS",8/26/1971,,60,54
ASN00009021,"PERTH AIRPORT, AS",8/27/1971,,63,47
ASN00009021,"PERTH AIRPORT, AS",8/28/1971,,63,48
ASN00009021,"PERTH AIRPORT, AS",8/29/1971,,62,44
ASN00009021,"PERTH AIRPORT, AS",8/30/1971,,64,44
ASN00009021,"PERTH AIRPORT, AS",8/31/1971,,65,40
ASN00009021,"PERTH AIRPORT, AS",9/1/1971,,66,48
ASN00009021,"PERTH AIRPORT, AS",9/2/1971,,67,48
ASN00009021,"PERTH AIRPORT, AS",9/3/1971,,72,49
ASN00009021,"PERTH AIRPORT, AS",9/4/1971,,67,46
ASN00009021,"PERTH AIRPORT, AS",9/5/1971,,63,53
ASN00009021,"PERTH AIRPORT, AS",9/6/1971,,64,42
ASN00009021,"PERTH AIRPORT, AS",9/7/1971,,67,53
ASN00009021,"PERTH AIRPORT, AS",9/8/1971,,61,56
ASN00009021,"PERTH AIRPORT, AS",9/9/1971,,62,43
ASN00009021,"PERTH AIRPORT, AS",9/10/1971,,64,44
ASN00009021,"PERTH AIRPORT, AS",9/11/1971,,68,45
ASN00009021,"PERTH AIRPORT, AS",9/12/1971,,64,53
ASN00009021,"PERTH AIRPORT, AS",9/13/1971,,64,53
ASN00009021,"PERTH AIRPORT, AS",9/14/1971,,66,50
ASN00009021,"PERTH AIRPORT, AS",9/15/1971,,71,43
ASN00009021,"PERTH AIRPORT, AS",9/16/1971,,67,50
ASN00009021,"PERTH AIRPORT, AS",9/17/1971,,65,52
ASN00009021,"PERTH AIRPORT, AS",9/18/1971,,60,52
ASN00009021,"PERTH AIRPORT, AS",9/19/1971,,59,44
ASN00009021,"PERTH AIRPORT, AS",9/20/1971,,64,47
ASN00009021,"PERTH AIRPORT, AS",9/21/1971,,67,52
ASN00009021,"PERTH AIRPORT, AS",9/22/1971,,65,53
ASN00009021,"PERTH AIRPORT, AS",9/23/1971,,64,44
ASN00009021,"PERTH AIRPORT, AS",9/24/1971,,55,49
ASN00009021,"PERTH AIRPORT, AS",9/25/1971,,59,43
ASN00009021,"PERTH AIRPORT, AS",9/26/1971,,63,49
ASN00009021,"PERTH AIRPORT, AS",9/27/1971,,67,53
ASN00009021,"PERTH AIRPORT, AS",9/28/1971,,70,55
ASN00009021,"PERTH AIRPORT, AS",9/29/1971,,65,59
ASN00009021,"PERTH AIRPORT, AS",9/30/1971,,68,58
ASN00009021,"PERTH AIRPORT, AS",10/1/1971,,67,59
ASN00009021,"PERTH AIRPORT, AS",10/2/1971,,68,50
ASN00009021,"PERTH AIRPORT, AS",10/3/1971,,83,48
ASN00009021,"PERTH AIRPORT, AS",10/4/1971,,73,50
ASN00009021,"PERTH AIRPORT, AS",10/5/1971,,66,56
ASN00009021,"PERTH AIRPORT, AS",10/6/1971,,62,51
ASN00009021,"PERTH AIRPORT, AS",10/7/1971,,59,51
ASN00009021,"PERTH AIRPORT, AS",10/8/1971,,62,42
ASN00009021,"PERTH AIRPORT, AS",10/9/1971,,63,41
ASN00009021,"PERTH AIRPORT, AS",10/10/1971,,69,44
ASN00009021,"PERTH AIRPORT, AS",10/11/1971,,69,43
ASN00009021,"PERTH AIRPORT, AS",10/12/1971,,67,45
ASN00009021,"PERTH AIRPORT, AS",10/13/1971,,65,54
ASN00009021,"PERTH AIRPORT, AS",10/14/1971,,64,55
ASN00009021,"PERTH AIRPORT, AS",10/15/1971,,68,52
ASN00009021,"PERTH AIRPORT, AS",10/16/1971,,69,48
ASN00009021,"PERTH AIRPORT, AS",10/17/1971,,68,54
ASN00009021,"PERTH AIRPORT, AS",10/18/1971,,81,46
ASN00009021,"PERTH AIRPORT, AS",10/19/1971,,66,56
ASN00009021,"PERTH AIRPORT, AS",10/20/1971,,70,53
ASN00009021,"PERTH AIRPORT, AS",10/21/1971,,67,45
ASN00009021,"PERTH AIRPORT, AS",10/22/1971,,67,57
ASN00009021,"PERTH AIRPORT, AS",10/23/1971,,72,46
ASN00009021,"PERTH AIRPORT, AS",10/24/1971,,69,49
ASN00009021,"PERTH AIRPORT, AS",10/25/1971,,61,51
ASN00009021,"PERTH AIRPORT, AS",10/26/1971,,64,38
ASN00009021,"PERTH AIRPORT, AS",10/27/1971,,67,42
ASN00009021,"PERTH AIRPORT, AS",10/28/1971,,66,40
ASN00009021,"PERTH AIRPORT, AS",10/29/1971,,67,49
ASN00009021,"PERTH AIRPORT, AS",10/30/1971,,71,45
ASN00009021,"PERTH AIRPORT, AS",10/31/1971,,79,48
ASN00009021,"PERTH AIRPORT, AS",11/1/1971,,70,48
ASN00009021,"PERTH AIRPORT, AS",11/2/1971,,69,56
ASN00009021,"PERTH AIRPORT, AS",11/3/1971,,68,51
ASN00009021,"PERTH AIRPORT, AS",11/4/1971,,70,55
ASN00009021,"PERTH AIRPORT, AS",11/5/1971,,65,54
ASN00009021,"PERTH AIRPORT, AS",11/6/1971,,76,50
ASN00009021,"PERTH AIRPORT, AS",11/7/1971,,85,53
ASN00009021,"PERTH AIRPORT, AS",11/8/1971,,73,55
ASN00009021,"PERTH AIRPORT, AS",11/9/1971,,65,53
ASN00009021,"PERTH AIRPORT, AS",11/10/1971,,62,51
ASN00009021,"PERTH AIRPORT, AS",11/11/1971,,65,48
ASN00009021,"PERTH AIRPORT, AS",11/12/1971,,67,42
ASN00009021,"PERTH AIRPORT, AS",11/13/1971,,70,53
ASN00009021,"PERTH AIRPORT, AS",11/14/1971,,74,45
ASN00009021,"PERTH AIRPORT, AS",11/15/1971,,63,53
ASN00009021,"PERTH AIRPORT, AS",11/16/1971,,63,45
ASN00009021,"PERTH AIRPORT, AS",11/17/1971,,69,50
ASN00009021,"PERTH AIRPORT, AS",11/18/1971,,69,45
ASN00009021,"PERTH AIRPORT, AS",11/19/1971,,69,51
ASN00009021,"PERTH AIRPORT, AS",11/20/1971,,76,50
ASN00009021,"PERTH AIRPORT, AS",11/21/1971,,71,49
ASN00009021,"PERTH AIRPORT, AS",11/22/1971,,67,52
ASN00009021,"PERTH AIRPORT, AS",11/23/1971,,73,50
ASN00009021,"PERTH AIRPORT, AS",11/24/1971,,75,58
ASN00009021,"PERTH AIRPORT, AS",11/25/1971,,75,58
ASN00009021,"PERTH AIRPORT, AS",11/26/1971,,80,55
ASN00009021,"PERTH AIRPORT, AS",11/27/1971,,82,59
ASN00009021,"PERTH AIRPORT, AS",11/28/1971,,93,60
ASN00009021,"PERTH AIRPORT, AS",11/29/1971,,75,60
ASN00009021,"PERTH AIRPORT, AS",11/30/1971,,73,53
ASN00009021,"PERTH AIRPORT, AS",12/1/1971,,79,49
ASN00009021,"PERTH AIRPORT, AS",12/2/1971,,78,48
ASN00009021,"PERTH AIRPORT, AS",12/3/1971,,75,45
ASN00009021,"PERTH AIRPORT, AS",12/4/1971,,80,51
ASN00009021,"PERTH AIRPORT, AS",12/5/1971,,84,60
ASN00009021,"PERTH AIRPORT, AS",12/6/1971,,90,59
ASN00009021,"PERTH AIRPORT, AS",12/7/1971,,84,62
ASN00009021,"PERTH AIRPORT, AS",12/8/1971,,72,61
ASN00009021,"PERTH AIRPORT, AS",12/9/1971,,72,54
ASN00009021,"PERTH AIRPORT, AS",12/10/1971,,76,48
ASN00009021,"PERTH AIRPORT, AS",12/11/1971,,79,52
ASN00009021,"PERTH AIRPORT, AS",12/12/1971,,79,51
ASN00009021,"PERTH AIRPORT, AS",12/13/1971,,87,55
ASN00009021,"PERTH AIRPORT, AS",12/14/1971,,94,56
ASN00009021,"PERTH AIRPORT, AS",12/15/1971,,101,63
ASN00009021,"PERTH AIRPORT, AS",12/16/1971,,90,53
ASN00009021,"PERTH AIRPORT, AS",12/17/1971,,87,60
ASN00009021,"PERTH AIRPORT, AS",12/18/1971,,89,60
ASN00009021,"PERTH AIRPORT, AS",12/19/1971,,91,59
ASN00009021,"PERTH AIRPORT, AS",12/20/1971,,90,58
ASN00009021,"PERTH AIRPORT, AS",12/21/1971,,81,56
ASN00009021,"PERTH AIRPORT, AS",12/22/1971,,78,61
ASN00009021,"PERTH AIRPORT, AS",12/23/1971,,80,51
ASN00009021,"PERTH AIRPORT, AS",12/24/1971,,75,53
ASN00009021,"PERTH AIRPORT, AS",12/25/1971,,74,59
ASN00009021,"PERTH AIRPORT, AS",12/26/1971,,75,49
ASN00009021,"PERTH AIRPORT, AS",12/27/1971,,83,50
ASN00009021,"PERTH AIRPORT, AS",12/28/1971,,81,51
ASN00009021,"PERTH AIRPORT, AS",12/29/1971,,79,52
ASN00009021,"PERTH AIRPORT, AS",12/30/1971,,85,55
ASN00009021,"PERTH AIRPORT, AS",12/31/1971,,94,62
ASN00009021,"PERTH AIRPORT, AS",1/1/1972,,102,63
ASN00009021,"PERTH AIRPORT, AS",1/2/1972,,104,72
ASN00009021,"PERTH AIRPORT, AS",1/3/1972,,89,59
ASN00009021,"PERTH AIRPORT, AS",1/4/1972,,83,65
ASN00009021,"PERTH AIRPORT, AS",1/5/1972,,77,68
ASN00009021,"PERTH AIRPORT, AS",1/6/1972,,80,58
ASN00009021,"PERTH AIRPORT, AS",1/7/1972,,83,58
ASN00009021,"PERTH AIRPORT, AS",1/8/1972,,86,56
ASN00009021,"PERTH AIRPORT, AS",1/9/1972,,90,58
ASN00009021,"PERTH AIRPORT, AS",1/10/1972,,92,60
ASN00009021,"PERTH AIRPORT, AS",1/11/1972,,96,59
ASN00009021,"PERTH AIRPORT, AS",1/12/1972,,100,63
ASN00009021,"PERTH AIRPORT, AS",1/13/1972,,95,59
ASN00009021,"PERTH AIRPORT, AS",1/14/1972,,89,58
ASN00009021,"PERTH AIRPORT, AS",1/15/1972,,94,62
ASN00009021,"PERTH AIRPORT, AS",1/16/1972,,98,56
ASN00009021,"PERTH AIRPORT, AS",1/17/1972,,101,65
ASN00009021,"PERTH AIRPORT, AS",1/18/1972,,89,67
ASN00009021,"PERTH AIRPORT, AS",1/19/1972,,81,59
ASN00009021,"PERTH AIRPORT, AS",1/20/1972,,86,56
ASN00009021,"PERTH AIRPORT, AS",1/21/1972,,90,59
ASN00009021,"PERTH AIRPORT, AS",1/22/1972,,100,65
ASN00009021,"PERTH AIRPORT, AS",1/23/1972,,104,72
ASN00009021,"PERTH AIRPORT, AS",1/24/1972,,83,68
ASN00009021,"PERTH AIRPORT, AS",1/25/1972,,81,60
ASN00009021,"PERTH AIRPORT, AS",1/26/1972,,88,58
ASN00009021,"PERTH AIRPORT, AS",1/27/1972,,103,65
ASN00009021,"PERTH AIRPORT, AS",1/28/1972,,82,66
ASN00009021,"PERTH AIRPORT, AS",1/29/1972,,96,56
ASN00009021,"PERTH AIRPORT, AS",1/30/1972,,88,63
ASN00009021,"PERTH AIRPORT, AS",1/31/1972,,85,61
ASN00009021,"PERTH AIRPORT, AS",2/1/1972,,89,63
ASN00009021,"PERTH AIRPORT, AS",2/2/1972,,99,65
ASN00009021,"PERTH AIRPORT, AS",2/3/1972,,102,67
ASN00009021,"PERTH AIRPORT, AS",2/4/1972,,105,75
ASN00009021,"PERTH AIRPORT, AS",2/5/1972,,106,75
ASN00009021,"PERTH AIRPORT, AS",2/6/1972,,93,65
ASN00009021,"PERTH AIRPORT, AS",2/7/1972,,94,68
ASN00009021,"PERTH AIRPORT, AS",2/8/1972,,91,63
ASN00009021,"PERTH AIRPORT, AS",2/9/1972,,90,57
ASN00009021,"PERTH AIRPORT, AS",2/10/1972,,79,64
ASN00009021,"PERTH AIRPORT, AS",2/11/1972,,83,58
ASN00009021,"PERTH AIRPORT, AS",2/12/1972,,89,55
ASN00009021,"PERTH AIRPORT, AS",2/13/1972,,99,58
ASN00009021,"PERTH AIRPORT, AS",2/14/1972,,101,60
